时间,位移,力
(s),(mm),(N)
"12.8210","120.0000","1.3569"
"12.8410","120.0000","1.3565"
"12.8610","120.0000","1.3558"
"12.8810","120.0000","1.3568"
"12.9010","120.0000","1.3570"
"12.9210","120.0000","1.3558"
"12.9410","120.0000","1.3547"
"12.9610","120.0000","1.3532"
"12.9810","120.0000","1.3536"
"13.0010","120.0000","1.3523"
"13.0210","120.0000","1.3535"
"13.0410","120.0000","1.3501"
"13.0610","120.0000","1.3505"
"13.0810","120.0000","1.3494"
"13.1010","120.0000","1.3506"
"13.1210","120.0000","1.3478"
"13.1410","120.0000","1.3484"
"13.1610","120.0000","1.3461"
"13.1810","120.0000","1.3468"
"13.2010","120.0000","1.3439"
"13.2210","120.0000","1.3481"
"13.2410","120.0000","1.3449"
"13.2610","120.0000","1.3465"
"13.2810","120.0000","1.3426"
"13.3010","120.0000","1.3445"
"13.3210","120.0000","1.3384"
"13.3410","120.0000","1.3420"
"13.3610","120.0000","1.3376"
"13.3810","120.0000","1.3426"
"13.4010","120.0000","1.3383"
"13.4210","120.0000","1.3428"
"13.4410","120.0000","1.3395"
"13.4610","120.0000","1.3421"
"13.4810","120.0000","1.3362"
"13.5010","120.0000","1.3393"
"13.5210","120.0000","1.3349"
"13.5410","120.0000","1.3386"
"13.5610","120.0000","1.3318"
"13.5810","120.0000","1.3351"
"13.6010","120.0000","1.3306"
"13.6210","120.0000","1.3355"
"13.6410","120.0000","1.3317"
"13.6610","120.0000","1.3333"
"13.6810","120.0000","1.3304"
"13.7010","120.0000","1.3337"
"13.7210","120.0000","1.3297"
"13.7410","120.0000","1.3319"
"13.7610","120.0000","1.3284"
"13.7810","120.0000","1.3313"
"13.8010","120.0000","1.3276"
"13.8210","120.0000","1.3301"
"13.8410","120.0000","1.3285"
"13.8610","120.0000","1.3285"
"13.8810","120.0000","1.3255"
"13.9010","120.0000","1.3249"
"13.9210","120.0000","1.3244"
"13.9410","120.0000","1.3255"
"13.9610","120.0000","1.3231"
"13.9810","120.0000","1.3232"
"14.0010","120.0000","1.3221"
"14.0210","120.0000","1.3219"
"14.0410","120.0000","1.3226"
"14.0610","120.0000","1.3213"
"14.0810","120.0000","1.3215"
"14.1010","120.0000","1.3186"
"14.1210","120.0000","1.3200"
"14.1410","120.0000","1.3193"
"14.1610","120.0000","1.3204"
"14.1810","120.0000","1.3191"
"14.2010","120.0000","1.3202"
"14.2210","120.0000","1.3172"
"14.2410","120.0000","1.3193"
"14.2610","120.0000","1.3150"
"14.2810","120.0000","1.3175"
"14.3010","120.0000","1.3136"
"14.3210","120.0000","1.3150"
"14.3410","120.0000","1.3122"
"14.3610","120.0000","1.3135"
"14.3810","120.0000","1.3108"
"14.4010","120.0000","1.3139"
"14.4210","120.0000","1.3099"
"14.4410","120.0000","1.3140"
"14.4610","120.0000","1.3101"
"14.4810","120.0000","1.3131"
